code,lat,lng
430610605000128,-28.642713972449148,-53.634114269381492
431490205001777,-29.998937063379824,-51.152391800282025
431490205002733,-30.113952041794072,-51.1504618714141
430770805200001,-29.85017402094428,-51.208085461143867
430790605000051,-29.218407047008562,-51.316007001062488
431690705080012,-29.685288284871664,-53.7934273375161
432120405000004,-29.647153465211868,-50.781819216736743
432300215000002,-30.091965450336755,-50.694423303743463
431179115000001,-29.505930787369675,-51.5736155179325
431365630000033,-30.329303409660458,-50.287728809527337
431490205001315,-29.978289541988097,-51.19434652635934
431490205001473,-30.035477894045307,-51.205327103207708
431680805000145,-29.749575815519208,-52.398104810725826
431690705130078,-29.696173158638924,-53.856143360667957
430510805240003,-29.113595930155881,-51.196244636563463
431070220000003,-27.2926521098192,-52.520356010120985
430310305000024,-29.942190100512718,-51.09166251607094
430040605080003,-29.774507089696627,-55.791971991355226
431040505000005,-27.815304235197328,-54.170072741794471
431490205002677,-30.14200362315098,-51.137121731586156
430003415000006,-31.685527759568224,-54.097492119276133
430920905000007,-29.943871188055834,-50.978974736927476
431490205002059,-30.031613466982442,-51.112423016880946
431660010000001,-27.879137076063738,-51.896383021724709
430290710000008,-30.018996547770282,-55.088377181807729
430420005000035,-29.668855464253163,-52.790715252045445
430190905000004,-30.286447948371933,-51.3027102594415
431490205000598,-30.043543981392268,-51.215562364452225
431760805000051,-29.860133320007666,-50.551670300849089
431950505000066,-29.604463958721166,-51.302127123208358
430250105000010,-28.728795205626842,-54.893751755426507
430280825000012,-30.293083124067625,-53.416460806907089
431340905000668,-29.735459743285862,-51.130809576824184
431750905010009,-28.292435766949037,-54.260389408817247
430163605000033,-30.244166886862736,-50.244069776298851
431240140000006,-29.818876912979135,-51.472254925042542
430040605080009,-29.783147408169864,-55.782315731321219
431490205002103,-30.019859980249006,-51.10890823794518
